"","phecode","ctrl_w_dz","ctrl_exp","case_w_dz","case_exp","hazard_ratio","pval","PheWASString"
"1","008",111,231.365386647033,334,213.634613352967,3.2657486273348,3.67004928680037e-27,"Intestinal infection"
"2","008.5",36,72.5391438018568,102,65.4608561981433,3.15113033145219,3.37278950322684e-09,"Bacterial enteritis"
"3","008.51",9,21.3726447542856,32,19.6273552457144,3.88450760246588,0.00032691280659135,"Intestinal e.coli"
"4","008.52",358,1019.91156857719,1603,941.088431422813,4.86869789750999,3.17135997929247e-161,"Intestinal infection due to C. difficile"
"5","008.6",41,96.1796430329216,142,86.8203569670783,3.85077394990463,3.04427635095326e-14,"Viral Enteritis"
"6","008.7",0,2.5602236493067,5,2.4397763506933,230224917.474369,0.997678389851149,"Intestinal protozoal diseases"
"7","010",26,53.484987298228,77,49.515012701772,3.20711297708174,2.85168910667915e-07,"Tuberculosis"
"8","031",22,28.5867816527375,33,26.4132183472625,1.62550375484996,0.0779394049375992,"Diseases due to mycobacteria"
"9","031.1",0,0.521306712911497,1,0.478693287088503,238813908.028591,0.998960533757969,"Leprosy"
"10","038",1209,3153.25025774847,4729,2784.74974225152,4.45251052204181,2.2250738585072e-308,"Septicemia"
"11","038.1",228,603.826829708059,922,546.173170291941,4.4883632420201,1.91825551748266e-91,"Gram negative septicemia"
"12","038.2",116,394.284561981337,642,363.715438018663,6.02192972993166,9.43222905349769e-71,"Gram positive septicemia"
"13","038.3",394,1103.77016816462,1717,1007.22983183538,4.79576893129955,5.71089255255477e-173,"Bacteremia"
"14","041",386,1061.15050115146,1641,965.849498848538,4.68825827910679,5.83750079802839e-164,"Bacterial infection NOS"
"15","041.1",47,166.633265928294,274,154.366734071706,6.31188635526833,1.95364253612736e-31,"Staphylococcus infections"
"16","041.11",85,235.104784694152,369,218.895215305848,4.67516791732531,1.42796037598257e-37,"Methicillin sensitive Staphylococcus aureus"
"17","041.12",166,555.324525395459,903,513.675474604541,5.9007235319697,5.75602519344034e-98,"Methicillin resistant Staphylococcus aureus"
"18","041.2",130,378.226853292353,596,347.773146707647,5.00487767149296,4.79528471592785e-62,"Streptococcus infection"
"19","041.21",3,5.17987568790971,7,4.82012431209029,2.51260570212227,0.182275292546353,"Rheumatic fever / chorea"
"20","041.4",209,585.063381032923,905,528.936618967077,4.80830213061551,6.86390335224076e-93,"E. coli"
"21","041.8",74,76.6726806038287,72,69.3273193961714,1.07625846432195,0.657476597054951,"H. pylori"
"22","041.9",69,229.294439090926,370,209.705560909074,5.88938169521521,1.35836004416163e-41,"Drug-resistant infection"
"23","053",240,345.817969556984,422,316.182030443016,1.9260919483073,5.55369533813464e-16,"Herpes zoster"
"24","053.1",112,143.464340505056,165,133.535659494944,1.58418065110836,0.000173922435053821,"Herpes zoster with nervous system complications"
"25","054",143,218.95386096242,279,203.04613903758,2.10680270584993,4.51354962741791e-13,"Herpes simplex"
"26","070",62,165.168496186927,260,156.831503813073,4.42484666662784,7.15146169815372e-26,"Viral hepatitis"
"27","070.1",1,7.74914558526074,14,7.25085441473926,14.9984177113118,0.00890532100469797,"Viral hepatitis A"
"28","070.2",42,68.4121326006415,92,65.5878673993585,2.28741505868317,8.9819403537505e-06,"Viral hepatitis B"
"29","070.3",80,362.57307400412,631,348.42692599588,8.22652381809546,1.67540405803167e-70,"Viral hepatitis C"
"30","070.4",28,50.0516596337439,70,47.9483403662561,2.61228700670504,1.76890312770562e-05,"Chronic hepatitis"
"31","070.9",15,31.822891460249,45,28.177108539751,3.40000098934551,4.13596449200639e-05,"Hepatitis NOS"
"32","071",27,83.4153175182691,137,80.5846824817309,5.25993967429517,3.22648513455721e-15,"Human immunodeficiency virus"
"33","071.1",64,154.683471857014,242,151.316528142986,3.8705803643926,6.25566894132586e-22,"HIV infection, symptomatic"
"34","078",535,538.068423137234,500,496.931576862766,1.01196664539081,0.848472258000999,"Viral warts & HPV"
"35","079",155,283.458397856666,390,261.541602143333,2.73310287977508,3.75343965123284e-26,"Viral infection"
"36","079.1",4,8.28498135347507,12,7.71501864652493,3.22750613628801,0.0425459570026695,"Varicella infection"
"37","079.2",23,26.1823157321464,27,23.8176842678536,1.29129211770622,0.368228230178776,"Infectious mononucleosis"
"38","079.9",26,42.7262837157072,53,36.2737162842928,2.4092031609168,0.000246536262754175,"Viremia, NOS"
"39","080",137,376.469933258608,591,351.530066741391,4.63113457671795,1.03820607965234e-58,"Postoperative infection"
"40","081",118,429.566515196113,719,407.433484803886,6.43668213850546,2.30946364521587e-78,"Infection/inflammation of internal prosthetic device, implant or graft"
"41","081.1",3,6.4324279576426,9,5.5675720423574,3.48287837664005,0.0616583380773654,"Graft-versus-host disease"
"42","081.11",0,1.01249575300027,2,0.987504246999733,224228783.504078,0.998532976044572,"Acute graft-versus-host disease"
"43","081.12",4,4.75086914211505,5,4.24913085788495,1.39876195462361,0.617324693365467,"Chronic graft-versus-host disease"
"44","090",35,91.5212798305691,143,86.4787201694309,4.33262623644063,7.81551292769435e-15,"Sexually transmitted infections"
"45","090.2",5,9.51088949426037,13,8.48911050573963,2.91838629256402,0.0419796286213328,"Gonococcal infections"
"46","090.3",0,3.14334797869842,6,2.85665202130158,241723977.63771,0.997453703107267,"Venereal diseases due to Chlamydia trachomatis"
"47","1000",100,189.363789488545,262,172.636210511455,2.88130681065972,2.40161288752373e-19,"Burns"
"48","1001",206,398.347219948454,555,362.652780051546,2.96704641456998,1.85745474539986e-40,"Foreign body injury"
"49","1002",1013,2122.17332537011,3032,1922.82667462989,3.31401127304391,1.6291653189027e-238,"Symptoms concerning nutrition, metabolism, and development"
"50","1003",0,3.54524473414742,7,3.45475526585258,225001441.214379,0.997255780611963,"Sudden death"
"51","1004",37,177.119255293801,302,161.880744706199,8.97167182305485,2.41317646880382e-36,"Symptoms involving emotional state"
"52","1005",460,1521.51047901492,2466,1404.48952098508,5.82811630644767,1.36509311508962e-263,"Other symptoms"
"53","1006",8,20.2333089835601,31,18.7666910164399,4.18910771596687,0.000306621954545116,"Crushing injury"
"54","1007",22,48.1701254870794,71,44.8298745129206,3.47616278394776,3.36143376140192e-07,"Injury to blood vessels"
"55","1008",155,402.512672858803,618,370.487327141197,4.34533049251198,5.07463264184089e-60,"Internal injury to organs"
"56","1009",2928,6153.24333093811,8503,5277.75666906189,3.40343237612164,2.2250738585072e-308,"Injury, NOS"
"57","1010",18193,18839.9993659794,17846,17199.0006340206,1.07469456552621,8.37970053352313e-12,"Other tests"
"58","1010.1",20,16.9918597119708,12,15.0081402880292,0.678717302308258,0.28904688129215,"nan"
"59","1011",321,565.793396169485,755,510.206603830515,2.61572770705933,4.39664188141459e-47,"Complications of medical procedures NOS"
"60","1012",4,21.5745985940593,38,20.4254014059407,10.0566424556503,1.13302129025871e-05,"Late effect"
"61","1013",1309,2512.3263050548,3502,2298.6736949452,2.93190092268435,2.98465409985268e-241,"Asphyxia and hypoxemia"
"62","1014",117,116.584591941414,101,101.415408058586,0.99234897571172,0.954983502244844,"Effects of heat, cold & air pressure"
"63","1015",1905,4157.44247386001,5878,3625.55752613999,3.55500027631326,2.2250738585072e-308,"Effects of other external causes"
"64","1019",7633,8263.92112590966,8563,7932.07887409033,1.16900071682055,3.59432057215524e-23,"Other causes of morbidity & mortality"
"65","110",0,0,0,0,NA,NA,"Dermatophytosis / Dermatomycosis"
"66","110.1",23,41.6397585335766,57,38.3602414664234,2.69444696529809,6.08243037525627e-05,"Dermatophytosis"
"67","110.11",3954,6547.01140286392,8514,5920.98859713608,2.38726755460742,2.2250738585072e-308,"Dermatophytosis of nail"
"68","110.12",226,297.739582723799,347,275.260417276201,1.66246906906889,2.83762372459083e-09,"Althete's foot"
"69","110.13",102,145.552939729102,176,132.447060270898,1.89912220866794,2.62989608805625e-07,"Dermatophytosis of the body"
"70","110.2",45,76.9624330817023,102,70.0375669182977,2.49576963792561,3.29818480357909e-07,"Dermatomycoses"
"71","1100",73,70.1122567532361,59,61.8877432467639,0.915386242641142,0.614077590181125,"x"
"72","112",334,792.372302097566,1186,727.627697902434,3.87833243405159,6.01996995799768e-106,"Candidiasis"
"73","112.3",43,120.78471668108,187,109.21528331892,4.82735005861501,1.39995565510417e-20,"Candidiasis of skin and nails"
"74","117",26,96.919448043047,161,90.080551956953,6.68848148026708,2.57795009305545e-19,"Mycoses"
"75","117.1",10,11.8087705897456,13,11.1912294102544,1.3721317786293,0.452173525904964,"Histoplasmosis"
"76","117.2",3,5.16534046489846,7,4.83465953510154,2.49582614430948,0.185287474860491,"Coccidioidomycosis"
"77","117.3",1,2.0862781879977,3,1.9137218120023,3.27347621447024,0.30458075455769,"Blastomycotic infection"
"78","117.4",16,26.8313944262249,36,25.1686055737751,2.40116272993994,0.00357100012581392,"Aspergillosis"
"79","130",1,6.25234865253357,11,5.74765134746643,12.0269638859324,0.0173075056810784,"Spirochetal infection"
"80","130.1",44,103.145896332056,157,97.8541036679441,3.77001109185533,7.58509115166401e-15,"Lyme disease"
"81","131",8,14.4157156663696,20,13.5842843336304,2.65632252644007,0.0195944514683256,"Protozoan infection"
