"","phecode","case_w_dz","ctrl_w_dz","odds_ratio","pval","ci_low","ci_high","PheWASString"
"1","008",26,15,1.73361732654806,0.117215805977136,0.884550033002974,3.52122647929622,"Intestinal infection"
"2","008.5",4,2,2.00004150843479,0.687492574963171,0.286627863358643,22.1106641395848,"Bacterial enteritis"
"3","008.51",0,0,0,1,0,Inf,"Intestinal e.coli"
"4","008.52",13,1,13.0057820567654,0.0018300871029685,1.95284180122813,551.232998261748,"Intestinal infection due to C. difficile"
"5","008.6",20,7,2.85787287616939,0.0191447160511766,1.16065455719019,7.99892717890057,"Viral Enteritis"
"6","008.7",1,0,Inf,1,0.0256406640625001,Inf,"Intestinal protozoal diseases"
"7","010",3,2,1.50001114227988,1,0.171822808297009,17.9534167140613,"Tuberculosis"
"8","031",0,0,0,1,0,Inf,"Diseases due to mycobacteria"
"9","031.1",0,0,0,1,0,Inf,"Leprosy"
"10","038",50,11,4.54798996753052,4.561615084404e-07,2.3367910693195,9.68942191323867,"Septicemia"
"11","038.1",7,1,7.00049192931411,0.0703038377657652,0.899340059288613,315.069667952985,"Gram negative septicemia"
"12","038.2",12,0,Inf,0.00048802606590173,2.77899788854087,Inf,"Gram positive septicemia"
"13","038.3",30,2,15.0092628462933,2.45594917171919e-07,3.80710462660311,129.827832443024,"Bacteremia"
"14","041",34,15,2.2674735869334,0.00938568080349323,1.20212282543448,4.48057265305358,"Bacterial infection NOS"
"15","041.1",8,1,8.00072471202665,0.0390558178108684,1.07262879777277,354.462166252012,"Staphylococcus infections"
"16","041.11",6,3,2.00007319016885,0.507796907237415,0.427121298688694,12.3604511323754,"Methicillin sensitive Staphylococcus aureus"
"17","041.12",20,8,2.50059831416117,0.0356779656935182,1.0548832464726,6.56497857850848,"Methicillin resistant Staphylococcus aureus"
"18","041.2",15,8,1.87518756330951,0.209997950956263,0.746251532517061,5.1072725107998,"Streptococcus infection"
"19","041.21",1,0,Inf,1,0.0256406640625001,Inf,"Rheumatic fever / chorea"
"20","041.4",6,0,Inf,0.0312462876580005,1.17750876239175,Inf,"E. coli"
"21","041.8",2,2,1,1,0.0725046700892349,13.7922150224151,"H. pylori"
"22","041.9",7,0,Inf,0.015622401401763,1.44139459563329,Inf,"Drug-resistant infection"
"23","053",4,4,1,1,0.186234060791169,5.36958704413011,"Herpes zoster"
"24","053.1",0,1,0,1,0,39.0005499686929,"Herpes zoster with nervous system complications"
"25","054",55,16,3.43926106030922,3.73084873042762e-06,1.94211066322,6.43168185794347,"Herpes simplex"
"26","070",24,1,24.0097010012062,1.54660772154897e-06,3.91473691921887,982.944895348376,"Viral hepatitis"
"27","070.1",0,0,0,1,0,Inf,"Viral hepatitis A"
"28","070.2",6,1,6.00027710755847,0.124989605195426,0.727956640144021,275.66453146032,"Viral hepatitis B"
"29","070.3",35,2,17.511113863339,1.02016431002682e-08,4.49843607616526,150.148989704598,"Viral hepatitis C"
"30","070.4",5,1,5.00007334509836,0.218738862621175,0.559522138368555,236.246783356766,"Chronic hepatitis"
"31","070.9",2,1,2.000009828708,1,0.104110162674707,117.91900862641,"Hepatitis NOS"
"32","071",10,3,3.33401173129177,0.0922685663932428,0.858300121068719,18.8502270634725,"Human immunodeficiency virus"
"33","071.1",24,10,2.40065504735072,0.0242876525393146,1.10634973660835,5.62491082157683,"HIV infection, symptomatic"
"34","078",296,332,0.891056712060937,0.161419076605749,0.758944253097505,1.04578803094811,"Viral warts & HPV"
"35","079",169,136,1.2432937052827,0.0663998677241875,0.985860197302282,1.57034768849509,"Viral infection"
"36","079.1",2,1,2.000009828708,1,0.104110162674707,117.91900862641,"Varicella infection"
"37","079.2",57,33,1.72791188159362,0.0148313614056688,1.106128262771,2.73953939428174,"Infectious mononucleosis"
"38","079.9",3,2,1.50001114227988,1,0.171822808297009,17.9534167140613,"Viremia, NOS"
"39","080",7,8,0.874987646467891,1,0.27006468569795,2.7614135749409,"Postoperative infection"
"40","081",11,2,5.50056626880913,0.0224543019251941,1.20044300109257,51.0594177134719,"Infection/inflammation of internal prosthetic device, implant or graft"
"41","081.1",0,0,0,1,0,Inf,"Graft-versus-host disease"
"42","081.11",0,0,0,1,0,Inf,"Acute graft-versus-host disease"
"43","081.12",0,0,0,1,0,Inf,"Chronic graft-versus-host disease"
"44","090",14,7,2.0001999371816,0.189210242903841,0.755431159519614,5.85551769691059,"Sexually transmitted infections"
"45","090.2",9,1,9.00098038098126,0.0214795026669009,1.24718720924891,393.841989472472,"Gonococcal infections"
