"","phecode","ctrl_w_dz","ctrl_w_dz_exp","case_w_dz","case_w_dz_exp","hazard_ratio","pval","PheWASString"
"1","008",14,33.7147735294915,51,31.2852264705085,3.93156440572695,5.74633301861936e-06,"Intestinal infection"
"2","008.5",6,12.7614353428726,18,11.2385646571274,3.41367653632771,0.00924953151875931,"Bacterial enteritis"
"3","008.51",1,2.1016294273553,3,1.8983705726447,3.32987193843655,0.297957115610336,"Intestinal e.coli"
"4","008.52",15,102.742813134763,183,95.2571868652371,13.2053801236232,7.54825663791439e-22,"Intestinal infection due to C. difficile"
"5","008.6",7,19.4579841728622,30,17.5420158271378,4.76624572449429,0.00020084576135028,"Viral Enteritis"
"6","008.7",0,1.022487236868,2,0.977512763131997,229036357.81732,0.998531771348644,"Intestinal protozoal diseases"
"7","010",6,12.8825219770993,19,12.1174780229007,3.37120152346932,0.00948933372141456,"Tuberculosis"
"8","031",3,5.65025856322305,8,5.34974143677695,2.8224192283241,0.125709089907437,"Diseases due to mycobacteria"
"9","031.1",0,0.523913543343297,1,0.476086456656703,241515368.131205,0.998960419798007,"Leprosy"
"10","038",78,386.615561246315,659,350.384438753686,9.36177313381004,8.63232882244292e-78,"Septicemia"
"11","038.1",11,83.1085165636383,148,75.8914834363617,14.7915720237449,6.80558561435383e-18,"Gram negative septicemia"
"12","038.2",4,61.8142861432835,115,57.1857138567165,31.1966600280705,1.35087732339086e-11,"Gram positive septicemia"
"13","038.3",28,179.095994185412,317,165.904005814588,12.2648232403827,5.14563166060982e-37,"Bacteremia"
"14","041",34,129.786099573498,216,120.213900426502,6.87891246320915,1.5064591141784e-25,"Bacterial infection NOS"
"15","041.1",6,35.2166682032579,62,32.7833317967421,11.1253121193797,1.762963549555e-08,"Staphylococcus infections"
"16","041.11",11,45.8664850238171,78,43.1335149761829,7.5545979882505,3.4537667513845e-10,"Methicillin sensitive Staphylococcus aureus"
"17","041.12",20,84.0123227950875,142,77.9876772049125,7.66770763902024,1.51558785057865e-17,"Methicillin resistant Staphylococcus aureus"
"18","041.2",10,58.4830244568805,103,54.5169755431195,11.0845782169755,3.86027820252409e-13,"Streptococcus infection"
"19","041.21",1,0.50403569117597,0,0.49596430882403,4.64787238017737e-09,0.998964669375343,"Rheumatic fever / chorea"
"20","041.4",7,49.7182257317192,89,46.2817742682808,13.6990340008536,2.62878691003085e-11,"E. coli"
